MIN=0	-1	-10	-20
MAX=14.142135623731	1	10	120
SCALE=14.142135623731	0.5	5	50
DEC=1	3	2	1
DEF="Time" t / s	"Current" I_A2 / A	"Voltage" U_B2 / V	"Temperature" &J_A12 / °C
0	0.0685	0.03	29.7431026494844
0.099	0.0685	0.03	29.7431026494844
0.2	0.0685	0.03	29.7431026494844
0.3	0.0685	0.03	29.7431026494844
0.4	0.0685	0.03	29.7431026494844
0.5	0.0685	0.03	29.7431026494844
0.6	0.0685	0.035	29.7431026494844
0.7	0.0685	0.06	29.7431026494844
0.801	0.0685	0.1	29.7431026494844
0.9	0.0685	0.135	29.7431026494844
1	0.0685	0.17	29.7431026494844
1.099	0.0685	0.205	29.7431026494844
1.2	0.068	0.235	29.7431026494844
1.299	0.068	0.265	29.7431026494844
1.401	0.068	0.295	29.7431026494844
1.499	0.0675	0.335	29.7431026494844
1.599	0.068	0.375	29.7431026494844
1.699	0.068	0.41	29.7431026494844
1.8	0.068	0.445	29.7431026494844
1.9	0.068	0.445	29.7431026494844
2.001	0.068	0.475	29.7431026494844
2.101	0.068	0.5	29.7431026494844
2.199	0.068	0.53	29.7431026494844
2.301	0.068	0.555	29.7431026494844
2.4	0.068	0.585	29.7431026494844
2.501	0.068	0.625	29.7431026494844
2.601	0.068	0.65	29.7431026494844
2.7	0.068	0.67	29.7431026494844
2.801	0.0675	0.69	29.7431026494844
2.9	0.0675	0.78	29.7431026494844
3	0.0675	0.795	29.7431026494844
3.1	0.068	0.78	29.7431026494844
3.2	0.068	0.775	29.7431026494844
3.301	0.068	0.77	29.7431026494844
3.4	0.068	0.765	29.7431026494844
3.499	0.068	0.79	29.7431026494844
3.601	0.0675	0.835	29.7431026494844
3.7	0.0675	0.915	29.7431026494844
3.8	0.0675	0.99	29.7431026494844
3.9	0.0675	1.065	29.7431026494844
4.001	0.0675	1.14	29.7431026494844
4.099	0.0675	1.215	29.7431026494844
4.2	0.067	1.295	29.7431026494844
4.3	0.0665	1.395	29.7431026494844
4.401	0.0655	1.475	29.7431026494844
4.5	0.0645	1.54	29.7431026494844
4.6	0.064	1.585	29.7431026494844
4.7	0.063	1.635	29.7431026494844
4.8	0.062	1.695	29.7431026494844
4.901	0.0605	1.745	29.7431026494844
5	0.059	1.785	29.7431026494844
5.099	0.0575	1.815	29.7431026494844
5.2	0.056	1.845	29.7431026494844
5.303	0.0545	1.865	29.7431026494844
5.4	0.0535	1.885	29.7431026494844
5.501	0.0535	1.9	29.7431026494844
5.599	0.0525	1.9	29.7431026494844
5.7	0.0505	1.915	29.7431026494844
5.8	0.05	1.925	29.7431026494844
5.9	0.048	1.94	29.7431026494844
6.001	0.047	1.955	29.7431026494844
6.099	0.046	1.96	29.7431026494844
6.2	0.0445	1.97	29.7431026494844
6.3	0.042	1.985	29.7431026494844
6.399	0.0355	2.02	29.7431026494844
6.501	0.0355	2.02	29.7431026494844
6.6	0.0385	2.005	29.7431026494844
6.699	0.039	2.005	29.7431026494844
6.801	0.039	2.005	29.7431026494844
6.901	0.038	2.01	29.7431026494844
7	0.0365	2.02	29.7431026494844
7.101	0.0345	2.025	29.7431026494844
7.201	0.0335	2.03	29.7431026494844
7.3	0.033	2.035	29.7431026494844
7.4	0.0325	2.035	29.7431026494844
7.499	0.0325	2.04	29.7431026494844
7.601	0.0315	2.04	29.7431026494844
7.699	0.03	2.045	29.7431026494844
7.801	0.0285	2.05	29.7431026494844
7.9	0.027	2.055	29.7431026494844
8	0.026	2.06	29.7431026494844
8.101	0.025	2.065	29.7431026494844
8.2	0.024	2.065	29.7431026494844
8.301	0.023	2.07	29.7431026494844
8.4	0.022	2.075	29.7431026494844
8.501	0.021	2.08	29.7431026494844
8.601	0.02	2.08	29.7431026494844
8.7	0.019	2.085	29.7431026494844
8.8	0.018	2.085	29.7431026494844
8.901	0.017	2.09	29.7431026494844
8.999	0.017	2.09	29.7431026494844
9.1	0.016	2.095	29.7431026494844
9.2	0.015	2.095	29.7431026494844
9.3	0.015	2.095	29.7431026494844
9.4	0.0145	2.095	29.7431026494844
9.501	0.014	2.1	29.7431026494844
9.6	0.014	2.1	29.7431026494844
9.7	0.0135	2.1	29.7431026494844
9.801	0.0135	2.1	29.7431026494844
9.899	0.0135	2.1	29.7431026494844
10	0.0135	2.1	29.7431026494844
10.1	0.0135	2.1	29.7431026494844
10.2	0.0135	2.1	29.7431026494844
10.301	0.0135	2.1	29.7431026494844
10.4	0.0135	2.1	29.7431026494844
10.5	0.0135	2.1	29.7431026494844
