MIN=0	-3	0	
MAX=640	3	0.5	
SCALE=100	1	0.1	
DEC=0	3	4	
DEF="Time" t / s	"Voltage" U_B1 / V	"Frequency" f / Hz	
0	0.3435	NAN	
1	0.342	NAN	
2	0.342	NAN	
3	0.342	NAN	
4	0.3405	NAN	
5	0.342	NAN	
6	0.342	NAN	
7	0.342	NAN	
8	0.342	NAN	
9	0.3435	NAN	
10	0.342	NAN	
11	0.342	NAN	
12	0.342	NAN	
13	0.342	NAN	
14	0.342	NAN	
15	0.342	NAN	
16	0.342	NAN	
17	0.342	NAN	
18	0.342	NAN	
19	0.342	NAN	
20	0.342	NAN	
21	0.342	NAN	
22	0.342	NAN	
23	0.342	NAN	
24	0.342	NAN	
25	0.342	NAN	
26	0.3435	NAN	
27	0.3435	NAN	
28	0.3435	NAN	
29	0.342	NAN	
30	0.342	NAN	
31	0.342	NAN	
32	0.342	NAN	
33	0.342	NAN	
34	0.342	NAN	
35	0.342	NAN	
36	0.3405	NAN	
37	0.342	NAN	
38	0.342	NAN	
39	0.3405	NAN	
40	0.3405	NAN	
41.005	0.342	NAN	
42	0.342	NAN	
43	0.342	NAN	
44	0.342	NAN	
45	0.3405	NAN	
46	0.342	NAN	
47	0.342	NAN	
48	0.3405	NAN	
49	0.342	NAN	
50	0.342	NAN	
51	0.342	NAN	
52	0.3405	NAN	
53	0.3375	NAN	
54	0.3375	NAN	
55	0.3375	NAN	
56	0.336	NAN	
57	0.3375	NAN	
58	0.3375	NAN	
59	0.3375	NAN	
60	0.3375	NAN	
61	0.3375	NAN	
62	0.3375	NAN	
63	0.336	NAN	
64	0.3375	NAN	
65	0.3375	NAN	
66	0.3375	NAN	
67	0.3375	NAN	
68	0.336	NAN	
69	0.336	NAN	
70	0.3375	NAN	
71	0.3375	NAN	
72	0.3375	NAN	
73	0.3375	NAN	
74	0.336	NAN	
75	0.336	NAN	
76	0.3375	NAN	
77	0.3375	NAN	
78	0.3375	NAN	
79	0.3375	NAN	
80	0.3375	NAN	
81	0.3375	NAN	
82	0.3375	NAN	
83	0.3375	NAN	
84	0.3375	NAN	
85	0.3375	NAN	
86	0.3375	NAN	
87	0.336	NAN	
88	0.3375	NAN	
89	0.3375	NAN	
90	0.3375	NAN	
91	0.3375	NAN	
92	0.3375	NAN	
93	0.3375	NAN	
94	0.3375	NAN	
95	0.3375	NAN	
96	0.3375	NAN	
97	0.3375	NAN	
98	0.3375	NAN	
99	0.336	NAN	
100	0.3375	NAN	
101	0.3375	NAN	
102	0.3375	NAN	
103	0.3375	NAN	
104	0.3375	NAN	
105	0.3375	NAN	
106	0.3375	NAN	
107.006	0.3375	NAN	
108	0.336	NAN	
109	0.3375	NAN	
110	0.3375	NAN	
111	0.3375	NAN	
112	0.3375	NAN	
113	0.3375	NAN	
114	0.3375	NAN	
115	0.3375	NAN	
116	0.3375	NAN	
117	0.3375	NAN	
118	0.336	NAN	
119	0.3375	NAN	
120	0.3375	NAN	
121.004	0.3375	NAN	
122	0.3375	NAN	
123	0.3375	NAN	
124	0.3375	NAN	
125	0.3375	NAN	
126	0.3375	NAN	
127	0.3375	NAN	
128	0.3375	NAN	
129	0.336	NAN	
130	0.3375	NAN	
131.003	0.3375	NAN	
132	0.3375	NAN	
133	0.3375	NAN	
134	0.3375	NAN	
135	0.3375	NAN	
136	0.3375	NAN	
137	0.3375	NAN	
138	0.3375	NAN	
139	0.3375	NAN	
140	0.3375	NAN	
141	0.3375	NAN	
142.001	0.336	NAN	
143	0.3375	NAN	
144	0.3375	NAN	
145	0.336	NAN	
146	0.3375	NAN	
147	0.3375	NAN	
148	0.3375	NAN	
149	0.3375	NAN	
150	0.3375	NAN	
151	0.3375	NAN	
152	0.3375	NAN	
153	0.3375	NAN	
154	0.336	NAN	
155	0.3375	NAN	
156	0.336	NAN	
157	0.3375	NAN	
158	0.336	NAN	
159	0.3375	NAN	
160	0.3375	NAN	
161	0.336	NAN	
162	0.336	NAN	
163	0.336	NAN	
164	0.336	NAN	
165	0.3375	NAN	
166	0.336	NAN	
167	0.3375	NAN	
168	0.3375	NAN	
169	0.3375	NAN	
170	0.336	NAN	
171	0.336	NAN	
172	0.336	NAN	
173.006	0.3345	NAN	
174	0.336	NAN	
175	0.3375	NAN	
176	0.336	NAN	
177	0.3375	NAN	
178	0.3375	NAN	
179	0.3375	NAN	
180	0.336	NAN	
181	0.3375	NAN	
182	0.3375	NAN	
183	0.3375	NAN	
184	0.3375	NAN	
185	0.336	NAN	
186	0.336	NAN	
187	0.3375	NAN	
188	0.3375	NAN	
189	0.3375	NAN	
190.005	0.3375	NAN	
191	0.336	NAN	
192	0.3375	NAN	
193	0.3375	NAN	
194	0.3375	NAN	
195	0.3375	NAN	
196	0.336	NAN	
197	0.336	NAN	
198	0.336	NAN	
199	0.336	NAN	
200	0.336	NAN	
201	0.336	NAN	
202	0.336	NAN	
203	0.336	NAN	
204	0.336	NAN	
205	0.336	NAN	
206	0.336	NAN	
207	0.336	NAN	
208	0.336	NAN	
209	0.3345	NAN	
210	0.336	NAN	
211	0.336	NAN	
212.001	0.336	NAN	
213	0.336	NAN	
214	0.3375	NAN	
215	0.3375	NAN	
216	0.3375	NAN	
217	0.3375	NAN	
218	0.3375	NAN	
219	0.336	NAN	
220	0.3375	NAN	
221	0.3345	NAN	
222	0.3345	NAN	
223	0.336	NAN	
224	0.336	NAN	
225	0.336	NAN	
226.004	0.336	NAN	
227	0.336	NAN	
228	0.3345	NAN	
229	0.336	NAN	
230	0.3345	NAN	
231	0.336	NAN	
